gameid,team_blue,team_red,league,patch,pick_blue_1,pick_blue_2,pick_blue_3,pick_blue_4,pick_blue_5,pick_red_1,pick_red_2,pick_red_3,pick_red_4,pick_red_5,ban_blue_1,ban_blue_2,ban_blue_3,ban_blue_4,ban_blue_5,ban_red_1,ban_red_2,ban_red_3,ban_red_4,ban_red_5,result
LOLTMNT04_68929,LODIS,Packmiko E-Sports,UL,14.17,Gnar,Maokai,Jayce,Miss Fortune,Rakan,Graves,Lillia,Azir,Ashe,Braum,Syndra,Ryze,Hwei,Corki,Yone,Galio,Smolder,Varus,Akali,Tristana,0
LOLTMNT05_81505,Akroma,Project Conquerors,CDF,14.18,Camille,Viego,Ahri,Jinx,Leona,Olaf,Zyra,Sylas,Jhin,Rell,Talon,Kindred,Ziggs,Kai'Sa,Yone,Fiora,Skarner,Aurora,Jax,Renekton,0
LOLTMNT02_168174,Le Pouvoir de l'Amitié,Team du Sud,CDF,14.18,Gnar,Diana,Azir,Ezreal,Leona,Renekton,Ivern,Sylas,Kai'Sa,Braum,Shaco,Skarner,LeBlanc,Ashe,Jinx,Lillia,Yone,Rell,Yasuo,Kennen,1
LOLTMNT05_81512,Akroma,Project Conquerors,CDF,14.18,Garen,Jarvan IV,Yone,Ziggs,Rell,Jax,Xin Zhao,Akali,Syndra,Bard,Talon,Viego,Kindred,Gnar,Renekton,Fiora,Skarner,Aurora,K'Sante,Malphite,0
LOLTMNT04_68930,LODIS,Packmiko E-Sports,UL,14.17,Gnar,Maokai,Kai'Sa,Miss Fortune,Rell,Sylas,Xin Zhao,Jayce,Ziggs,Leona,Syndra,Ryze,Hwei,Viego,Kindred,Galio,Smolder,Varus,Renekton,LeBlanc,1
LOLTMNT02_167470,Team du Sud,Le Pouvoir de l'Amitié,CDF,14.18,Aatrox,Sejuani,Orianna,Jhin,Leona,Renekton,Viego,Viktor,Miss Fortune,Braum,Lillia,Yone,Rell,Ahri,Jax,Shaco,Skarner,LeBlanc,Gnar,Kennen,1
LOLTMNT04_68931,Packmiko E-Sports,LODIS,UL,14.17,Jayce,Amumu,Hwei,Smolder,Alistar,Kled,Skarner,LeBlanc,Miss Fortune,Leona,Galio,Varus,Maokai,Renekton,Jarvan IV,Syndra,Ryze,Ziggs,Xin Zhao,Viego,1
LOLTMNT02_168187,Le Pouvoir de l'Amitié,Team du Sud,CDF,14.18,K'Sante,Gwen,Tristana,Jhin,Nautilus,Mordekaiser,Jarvan IV,Ahri,Miss Fortune,Gragas,Shaco,Skarner,LeBlanc,Gnar,Azir,Lillia,Yone,Rell,Sylas,Aurora,0
LOLTMNT04_68932,LODIS,Packmiko E-Sports,UL,14.17,Kled,Skarner,Galio,Jhin,Leona,Illaoi,Lillia,Hwei,Ashe,Braum,Syndra,Ryze,Ziggs,Viego,Xin Zhao,Smolder,Varus,Miss Fortune,LeBlanc,Aurelion Sol,1
LOLTMNT05_80497,Joblife,Zerance,CDF,14.18,Renekton,Sejuani,Nasus,Varus,Leona,Ornn,Shyvana,Yone,Jhin,Alistar,Vi,K'Sante,Ziggs,Lillia,Gwen,Fiora,LeBlanc,Orianna,Braum,Akali,1
LOLTMNT04_68933,Packmiko E-Sports,LODIS,UL,14.17,Hwei,Maokai,Jayce,Varus,Alistar,Malphite,Jarvan IV,Aurelion Sol,Ashe,Braum,LeBlanc,Smolder,Miss Fortune,Galio,Kled,Syndra,Ryze,Ziggs,Lillia,Illaoi,1
LOLTMNT05_80498,Zerance,Joblife,CDF,14.18,Renekton,Jarvan IV,Gwen,Miss Fortune,Rell,K'Sante,Lillia,Yone,Ziggs,Nautilus,Fiora,LeBlanc,Orianna,Maokai,Vi,Varus,Xin Zhao,Lee Sin,Akali,Sylas,0
LOLTMNT01_162004,Gamespace Mediterranean College Esports,Team UNiTY,EPL,14.17,Renekton,Sejuani,Orianna,Ashe,Rell,K'Sante,Maokai,Aurora,Jhin,Senna,Lillia,Olaf,Ziggs,Leona,Tristana,Rumble,Varus,Miss Fortune,Yone,Syndra,1
LOLTMNT01_161005,Gamespace Mediterranean College Esports,Team UNiTY,EPL,14.17,Renekton,Sejuani,Yone,Ashe,Blitzcrank,Olaf,Maokai,Lissandra,Jhin,Senna,Lillia,Ziggs,Aurora,Orianna,LeBlanc,Rumble,Varus,Miss Fortune,,Lux,1
LOLTMNT05_82011,BK ROG Esports,IziDream,CDF,14.18,Jax,Skarner,Syndra,Ezreal,Leona,Garen,Ivern,Yone,Jhin,Rell,Ziggs,Jarvan IV,Vi,Alistar,Rumble,Gnar,Jinx,Sejuani,LeBlanc,Taliyah,0
LOLTMNT05_81543,Aegis,GameWard,CDF,14.18,K'Sante,Sejuani,Hwei,Jinx,Alistar,Dr. Mundo,Lillia,Ezreal,Miss Fortune,Rell,Gnar,Jarvan IV,Vi,Yone,Renekton,Ivern,Ashe,Zac,Jax,Camille,1
LOLTMNT05_82022,BK ROG Esports,IziDream,CDF,14.18,Renekton,Volibear,Vex,Jhin,Rell,Dr. Mundo,Xin Zhao,LeBlanc,Kai'Sa,Nautilus,Jarvan IV,Skarner,Leona,Syndra,Hwei,Gnar,Jinx,Sejuani,Aurora,Orianna,0
LOLTMNT05_81546,GameWard,Aegis,CDF,14.18,Vladimir,Maokai,Smolder,Ashe,Leona,Renekton,Lillia,Yone,Jhin,Nautilus,Ivern,Zac,Rell,Jax,Camille,Gnar,Jinx,LeBlanc,Kennen,Braum,0
LOLTMNT05_82024,BK ROG Esports,IziDream,CDF,14.18,Ornn,Jarvan IV,Xerath,Lucian,Nami,Olaf,Volibear,Orianna,Ezreal,Pyke,Leona,Vi,Sylas,Ahri,Syndra,Gnar,Sejuani,Jinx,K'Sante,LeBlanc,0
LOLTMNT05_81551,GameWard,Aegis,CDF,14.18,Renekton,Skarner,LeBlanc,Brand,Nautilus,Jax,Amumu,Syndra,Kai'Sa,Rakan,Ivern,Zac,Rell,Leona,Braum,Gnar,Jinx,Jhin,Varus,Seraphine,1
LOLTMNT05_81552,Esprit Shōnen,Karmine Corp Blue,CDF,14.18,K'Sante,Xin Zhao,Hwei,Miss Fortune,Nautilus,Aatrox,Viego,Aurora,Jhin,Rell,Yasuo,Jarvan IV,Draven,Braum,LeBlanc,Irelia,Gwen,Kha'Zix,Alistar,Orianna,1
LOLTMNT04_70001,LODIS,Juicy Ballers,UL,14.17,Renekton,Skarner,Akali,Varus,Leona,Jhin,Hwei,Nasus,Rell,Rumble,Jax,Lillia,Ziggs,Yasuo,Yone,Galio,Miss Fortune,Smolder,Aurelion Sol,LeBlanc,0
LOLTMNT05_82027,Aegis,GameWard,CDF,14.18,Kennen,Jarvan IV,Orianna,Ezreal,Leona,Ornn,Poppy,Hwei,Zeri,Rakan,Gnar,Kai'Sa,Jinx,Vi,Xin Zhao,Ivern,Rell,Zac,Ashe,Miss Fortune,0
LOLTMNT05_81553,Karmine Corp Blue,Esprit Shōnen,CDF,14.18,Gnar,Skarner,Orianna,Ezreal,Rakan,Yone,Jarvan IV,Syndra,Jhin,Leona,Irelia,Gwen,Kha'Zix,Rell,Malphite,Miss Fortune,LeBlanc,K'Sante,Nautilus,Braum,0
LOLTMNT04_69005,LODIS,Juicy Ballers,UL,14.17,Renekton,Skarner,Akali,Miss Fortune,Rell,Dr. Mundo,Maokai,Azir,Jhin,Alistar,Jax,Lillia,Ziggs,Nasus,Gnar,Galio,Varus,Smolder,LeBlanc,Aurelion Sol,1
LOLTMNT05_82028,Aegis,GameWard,CDF,14.18,Vladimir,Maokai,Jayce,Ashe,Tahm Kench,Kennen,Nocturne,Neeko,Jhin,Bard,Gnar,Jarvan IV,Jinx,Orianna,Blitzcrank,Ivern,Zac,Rell,Irelia,Camille,1
LOLTMNT05_82030,Karmine Corp Blue,Esprit Shōnen,CDF,14.18,Poppy,Volibear,Ahri,Lucian,Nami,Dr. Mundo,Viego,Orianna,Jax,Pantheon,Irelia,Gwen,Kha'Zix,Ezreal,Kalista,Ashe,Jarvan IV,Yone,LeBlanc,Nidalee,0
LOLTMNT04_70002,Juicy Ballers,LODIS,UL,14.17,Garen,Ivern,Smolder,Miss Fortune,Alistar,Camille,Skarner,Kai'Sa,Varus,Leona,Galio,LeBlanc,Aurelion Sol,Akali,Jayce,Lillia,Jax,Ziggs,Nasus,Gnar,1
LOLTMNT05_82031,Klanik Esport,Team GO,CDF,14.18,Renekton,Volibear,Cassiopeia,Xayah,Rell,Jax,Sejuani,Yone,Kai'Sa,Pyke,Aurora,Vayne,Nidalee,Ziggs,Ezreal,Jhin,Ashe,Rumble,Miss Fortune,Draven,1
LOLTMNT04_70003,LODIS,Juicy Ballers,UL,14.17,Yone,Skarner,LeBlanc,Miss Fortune,Leona,Gnar,Udyr,Naafiri,Jhin,Rell,Jax,Lillia,Ziggs,Azir,Hwei,Galio,Varus,Smolder,Aurelion Sol,Kai'Sa,1
LOLTMNT05_81557,Team GO,Klanik Esport,CDF,14.18,Vladimir,Jarvan IV,Sylas,Ezreal,Rell,Aatrox,Amumu,Hwei,Draven,Poppy,Jhin,Ashe,Rumble,K'Sante,Nasus,Nidalee,Aurora,Vayne,Miss Fortune,Kalista,0
LOLTMNT05_81559,Team GO,Klanik Esport,CDF,14.18,Renekton,Brand,Tristana,Kalista,Rakan,K'Sante,Jarvan IV,Orianna,Ezreal,Senna,Jhin,Ashe,Rumble,Alistar,Nautilus,Nidalee,Vayne,Aurora,Renata Glasc,Leona,0
LOLTMNT04_69006,Juicy Ballers,LODIS,UL,14.17,Nasus,Karthus,Yone,Smolder,Leona,Renekton,Sejuani,Kai'Sa,Miss Fortune,Rell,Galio,Aurelion Sol,Varus,Skarner,Maokai,Jax,Lillia,Ziggs,Jhin,Naafiri,0
LOLTMNT02_168353,paiN Gaming Academy,Vivo Keyd Stars Academy,AC,14.18,Gnar,Skarner,Azir,Kalista,Alistar,K'Sante,Maokai,Tristana,Kai'Sa,Rell,Elise,Yone,Ezreal,Ivern,Poppy,Varus,Ashe,Sejuani,Jax,Renata Glasc,0
LOLTMNT02_168364,Vivo Keyd Stars Academy,paiN Gaming Academy,AC,14.18,Renekton,Viego,Syndra,Ashe,Amumu,Ornn,Xin Zhao,Smolder,Ezreal,Leona,Sejuani,Corki,Jax,Lillia,Olaf,Elise,Yone,Varus,Braum,Nautilus,1
LOLTMNT02_168370,Fuego,Fear x Starforge,AC,14.18,Poppy,Amumu,Tristana,Ziggs,Leona,Olaf,Vi,Taliyah,Kai'Sa,Nautilus,Brand,Varus,Yone,Renekton,Rakan,Smolder,Rumble,Jax,K'Sante,Rell,1
LOLTMNT02_168387,Fuego,Fear x Starforge,AC,14.18,Udyr,Jarvan IV,Azir,Jhin,Rell,Aatrox,Zyra,Jayce,Ashe,Braum,Brand,Varus,Yone,Nidalee,Lillia,Smolder,Rumble,Jax,K'Sante,Gnar,0
LOLTMNT02_169153,Fear x Starforge,Fuego,AC,14.18,Camille,Maokai,Hwei,Varus,Rakan,K'Sante,Viego,Ahri,Ezreal,Alistar,Rumble,Sejuani,Kalista,Ivern,Orianna,Brand,Smolder,Yone,Gnar,Corki,0
LOLTMNT01_161008,WLGaming Esports,Back2TheGame,EPL,14.17,Jax,Vi,Azir,Ezreal,Leona,Fiora,Sejuani,Yone,Kai'Sa,Rakan,Ziggs,Rumble,Varus,Poppy,Kennen,Smolder,Rell,Miss Fortune,Draven,Ashe,1
LOLTMNT01_162009,Back2TheGame,WLGaming Esports,EPL,14.17,Renekton,Vi,Hwei,Miss Fortune,Braum,Jax,Volibear,Corki,Kai'Sa,Leona,Azir,Smolder,Rell,Jarvan IV,Gangplank,Ziggs,Rumble,Varus,Galio,Alistar,1
LOLTMNT05_82045,Gentle Mates,Ici Japon Corp. Esport,CDF,14.18,Renekton,Skarner,Cassiopeia,Ziggs,Rell,Volibear,Sejuani,Yone,Lucian,Nami,K'Sante,Miss Fortune,Jhin,Poppy,Kai'Sa,Rumble,Jarvan IV,Ezreal,Vi,Jax,0
LOLTMNT05_82046,Akroma,Team BDS Academy,CDF,14.18,Renekton,Jarvan IV,Cassiopeia,Miss Fortune,Rell,Vladimir,Graves,Lulu,Kai'Sa,Alistar,Pyke,Volibear,LeBlanc,Ahri,Hwei,Ziggs,Garen,Aurora,Orianna,Syndra,1
LOLTMNT01_161009,WLGaming Esports,Back2TheGame,EPL,14.17,Jax,Volibear,Corki,Kai'Sa,Leona,Vladimir,Sejuani,Yone,Nilah,Rakan,Ziggs,Rumble,Varus,Taric,Senna,Smolder,Rell,Miss Fortune,Azir,Hwei,1
LOLTMNT05_82051,Team BDS Academy,Akroma,CDF,14.18,Malzahar,Viego,Seraphine,Ashe,Rell,Olaf,Skarner,Orianna,Kai'Sa,Alistar,Ziggs,Fiora,Braum,Yone,Yasuo,Pyke,Volibear,LeBlanc,Syndra,Ahri,1
LOLTMNT05_82053,Gentle Mates,Ici Japon Corp. Esport,CDF,14.18,Gnar,Nocturne,Orianna,Ashe,Leona,K'Sante,Vi,LeBlanc,Kai'Sa,Rakan,Renekton,Ziggs,Jhin,Syndra,Ahri,Jarvan IV,Rumble,Ezreal,Poppy,Viego,0
LOLTMNT05_81636,Akroma,Team BDS Academy,CDF,14.18,Aatrox,Viego,Ahri,Xayah,Braum,Jarvan IV,Amumu,Veigar,Samira,Rakan,Pyke,Volibear,LeBlanc,Orianna,Renekton,Ziggs,Poppy,Ashe,Jax,Fiora,1
LOLTMNT05_82055,Gentle Mates,Ici Japon Corp. Esport,CDF,14.18,Kennen,Vi,Xerath,Miss Fortune,Alistar,Dr. Mundo,Viego,Syndra,Draven,Leona,Renekton,Ziggs,Ashe,Nautilus,Malphite,Ezreal,Jarvan IV,K'Sante,Braum,Rumble,0
LOLTMNT05_82059,Team BDS Academy,Akroma,CDF,14.18,Gnar,Brand,Yasuo,Tristana,Pantheon,Poppy,Lillia,Smolder,Jinx,Leona,Ziggs,Fiora,LeBlanc,Qiyana,Corki,Pyke,Volibear,Yone,Kalista,Renekton,0
LOLTMNT05_82062,Vitality.Bee,Zerance,CDF,14.18,Aurora,Jarvan IV,Ziggs,Ezreal,Braum,Renekton,Viego,Syndra,Miss Fortune,Rell,K'Sante,Jinx,Leona,Sejuani,Brand,Nilah,Vi,Seraphine,Alistar,Yone,0
LOLTMNT02_169262,Le Pouvoir de l'Amitié,Solary,CDF,14.18,Camille,Viego,Taliyah,Miss Fortune,Nautilus,Gnar,Lee Sin,Ahri,Jhin,Rell,Jax,,Ashe,LeBlanc,Ivern,Lillia,Yone,Braum,Kennen,Malphite,1
LOLTMNT05_81645,Vitality.Bee,Zerance,CDF,14.18,Yone,Viego,LeBlanc,Ornn,Senna,Gnar,Talon,Gwen,Ashe,Leona,K'Sante,Jinx,Hwei,Jax,Kindred,Nilah,Vi,Sejuani,Seraphine,Nautilus,0
LOLTMNT02_169289,Solary,Le Pouvoir de l'Amitié,CDF,14.18,Camille,Jarvan IV,LeBlanc,Miss Fortune,Rakan,K'Sante,Brand,Ezreal,Jhin,Leona,Lillia,Yone,Rell,Tristana,Renekton,Jax,Xin Zhao,Ashe,Kennen,Rumble,0
LOLTMNT05_81647,Vitality.Bee,Zerance,CDF,14.18,Camille,Gwen,Zoe,Sejuani,Xin Zhao,K'Sante,Wukong,Akali,Jinx,Lulu,Hwei,Braum,Poppy,Thresh,Alistar,Nilah,Vi,Yasuo,Miss Fortune,Rell,0
LOLTMNT02_169301,Solary,Le Pouvoir de l'Amitié,CDF,14.18,Nasus,Vi,Vel'Koz,Lucian,Nami,Garen,Volibear,Azir,Zeri,Lulu,Lillia,Yone,Rell,Renekton,LeBlanc,Jax,Xin Zhao,Ashe,K'Sante,Rumble,0
LOLTMNT02_169345,Fuego,Vivo Keyd Stars Academy,AC,14.18,K'Sante,Ivern,Corki,Ziggs,Leona,Gwen,Sejuani,Ezreal,Varus,Rell,Elise,Yone,Kai'Sa,Azir,Camille,Poppy,Smolder,Tristana,Viego,Amumu,1
LOLTMNT02_168599,Fuego,Vivo Keyd Stars Academy,AC,14.18,Udyr,Jarvan IV,Yone,Seraphine,Maokai,Gnar,Nocturne,Akali,Jhin,Nautilus,Elise,Kai'Sa,Skarner,Viego,Vi,Poppy,Smolder,Tristana,Ashe,Jax,0
LOLTMNT02_169379,Vivo Keyd Stars Academy,Fuego,AC,14.18,Ornn,Rengar,Azir,Kai'Sa,Alistar,Shen,Viego,Orianna,Draven,Rakan,Poppy,Tristana,Smolder,Vi,Amumu,Elise,Ashe,Skarner,Jax,Camille,1
LOLTMNT02_168615,paiN Gaming Academy,Fear x Starforge,AC,14.18,K'Sante,Kindred,Azir,Jhin,Rell,Mordekaiser,Vi,Smolder,Ziggs,Alistar,Brand,Yone,Ezreal,Camille,Gnar,Varus,Sejuani,Kai'Sa,Xin Zhao,Skarner,1
LOLTMNT02_168627,paiN Gaming Academy,Fear x Starforge,AC,14.18,Jax,Sejuani,Aurelion Sol,Kalista,Nautilus,Renekton,Lillia,Hwei,Miss Fortune,Braum,Brand,Gragas,Ezreal,Leona,Poppy,Varus,Ashe,Yone,Renata Glasc,Neeko,0
LOLTMNT02_169400,Fear x Starforge,paiN Gaming Academy,AC,14.18,Gragas,Nidalee,Lucian,Ashe,Leona,Gnar,Skarner,Orianna,Ezreal,Karma,Rumble,Tristana,Yone,Rakan,Ornn,Brand,Varus,Olaf,Corki,Syndra,1
LOLTMNT01_161015,Team UNiTY,Back2TheGame,EPL,14.17,Renekton,Xin Zhao,Ahri,Varus,Poppy,Darius,Jarvan IV,Hwei,Ezreal,Rakan,Rumble,Yone,Miss Fortune,Fiora,Nautilus,Lillia,Maokai,LeBlanc,Senna,Leona,1
LOLTMNT01_161016,Team UNiTY,Back2TheGame,EPL,14.17,K'Sante,Jarvan IV,Aurora,Ziggs,Senna,Camille,Sejuani,Sylas,Miss Fortune,Rakan,Rumble,Yone,Hwei,Rell,Fiora,Lillia,Maokai,Varus,Poppy,Renekton,1
LOLTMNT05_82128,GameWard,Karmine Corp Blue,CDF,14.18,Kennen,Xin Zhao,Hwei,Miss Fortune,Rell,Malphite,Nocturne,Orianna,Jhin,Alistar,LeBlanc,Jarvan IV,Viego,Volibear,Vi,Syndra,Gnar,Skarner,Renekton,Maokai,1
LOLTMNT05_81892,Karmine Corp Blue,GameWard,CDF,14.18,Renekton,Volibear,Aurora,Ezreal,Blitzcrank,Ornn,Skarner,Smolder,Brand,Rakan,Syndra,Orianna,Gnar,Nautilus,Leona,Viego,Rell,LeBlanc,Braum,Pyke,0
LOLTMNT05_82131,Karmine Corp Blue,GameWard,CDF,14.18,Syndra,Renata Glasc,Yone,Kalista,Lee Sin,Nidalee,Jax,Morgana,Zeri,Leona,Gnar,Jarvan IV,Orianna,Renekton,Ezreal,Viego,Rell,Braum,Senna,Pyke,0
LOLTMNT02_168935,Fear x Starforge,Fuego,AC,14.18,K'Sante,Ivern,Corki,Varus,Rell,Gnar,Jarvan IV,Azir,Jhin,Nautilus,Rumble,Udyr,Vi,Sejuani,Amumu,Brand,Smolder,Yone,Orianna,Hwei,0
LOLTMNT02_168978,Fuego,Fear x Starforge,AC,14.18,Renekton,Zac,Smolder,Kai'Sa,Rakan,Jax,Wukong,Orianna,Ziggs,Leona,Brand,Vi,Sejuani,Tristana,Nidalee,Rumble,Udyr,Yone,Poppy,Shen,1
LOLTMNT02_169762,Fear x Starforge,Fuego,AC,14.18,Camille,Sejuani,Aurora,Ashe,Karma,Gwen,Vi,Tristana,Seraphine,Senna,Rumble,Udyr,Kalista,Amumu,Blitzcrank,Brand,Maokai,Yone,Hwei,Olaf,1
LOLTMNT02_169776,Fear x Starforge,Fuego,AC,14.18,Olaf,Zyra,Jayce,Ezreal,Amumu,Kled,Maokai,Aurelion Sol,Lucian,Nami,Rumble,Udyr,Kalista,,,Brand,Nidalee,Yone,,,0
LOLTMNT01_162022,Berlin International Gaming,Zero Tenacity,EPL,14.17,Rumble,Xin Zhao,Ryze,Jhin,Poppy,Aurora,Wukong,Orianna,Ashe,Rell,Jarvan IV,Nocturne,Kennen,Viego,Vi,Ziggs,Yone,Ezreal,Alistar,Leona,1
LOLTMNT01_161031,Zero Tenacity,Berlin International Gaming,EPL,14.17,Aatrox,Xin Zhao,Orianna,Varus,Rell,Poppy,Skarner,Sylas,Kai'Sa,Rakan,Yone,Ziggs,Ezreal,Nasus,Tristana,Jarvan IV,Nocturne,Ashe,Wukong,Vi,1
LOLTMNT01_162027,Berlin International Gaming,Zero Tenacity,EPL,14.17,Ornn,Wukong,Ryze,Kai'Sa,Rell,K'Sante,Xin Zhao,Syndra,Nilah,Nautilus,Jarvan IV,Nocturne,Ashe,Orianna,Taliyah,Ziggs,Yone,Skarner,Poppy,Zac,0
LOLTMNT05_83398,BK ROG Esports,Team GO,CDF,14.18,Aatrox,Volibear,Xerath,Jhin,Rell,Shen,Vi,Syndra,Kai'Sa,Alistar,Yone,Jarvan IV,Sejuani,Ahri,Gnar,Skarner,Amumu,Renekton,K'Sante,Jax,1
LOLTMNT05_82597,BK ROG Esports,Team GO,CDF,14.18,K'Sante,Jarvan IV,Taliyah,Miss Fortune,Rakan,Renekton,Zyra,Varus,Kalista,Poppy,Yone,Sylas,Ezreal,Rell,Nautilus,Syndra,Skarner,Amumu,Leona,Jax,0
LOLTMNT05_83400,BK ROG Esports,Team GO,CDF,14.18,Camille,Vi,Ahri,Ezreal,Nautilus,Tryndamere,Sejuani,Hwei,Lucian,Nami,Yone,Jarvan IV,Miss Fortune,Sylas,Gnar,Syndra,Skarner,Amumu,Renekton,Jax,0
LOLTMNT05_82598,Team GO,BK ROG Esports,CDF,14.18,Gnar,Maokai,Akali,Miss Fortune,Rell,Jax,Sejuani,Orianna,Jinx,Alistar,Syndra,Skarner,Amumu,Ashe,Leona,Jarvan IV,Ezreal,Yone,Nautilus,Blitzcrank,0
LOLTMNT05_83401,BK ROG Esports,Team GO,CDF,14.18,Renekton,Viego,Vex,Kai'Sa,Leona,K'Sante,Shyvana,Yone,Vayne,Nautilus,Jarvan IV,Ezreal,Jax,Rakan,Caitlyn,Syndra,Skarner,Amumu,Ashe,LeBlanc,0
LOLTMNT02_170249,paiN Gaming Academy,Fear x Starforge,AC,14.18,Camille,Sejuani,Azir,Zeri,Galio,K'Sante,Zyra,Tristana,Ziggs,Rell,Brand,Yone,Ezreal,Ivern,Maokai,Varus,Smolder,Jax,Kai'Sa,Kalista,0
LOLTMNT02_170276,Fear x Starforge,paiN Gaming Academy,AC,14.18,Ornn,Ivern,Yone,Kai'Sa,Nautilus,Mordekaiser,Lillia,Corki,Ezreal,Maokai,Jax,Vi,Kalista,Gnar,Braum,Brand,Varus,Nidalee,Olaf,Renekton,0
LOLTMNT02_170294,paiN Gaming Academy,Fear x Starforge,AC,14.18,Olaf,Skarner,Ahri,Kalista,Renata Glasc,Rumble,Vi,Taliyah,Xayah,Rakan,Brand,Smolder,Gragas,Jhin,Caitlyn,Varus,Ashe,Jax,Orianna,Hwei,0
LOLTMNT02_170297,Fear x Starforge,paiN Gaming Academy,AC,14.18,Renekton,Nidalee,Twisted Fate,Jinx,Leona,Jayce,Brand,Syndra,Jhin,Alistar,Jax,Gnar,Braum,,,Varus,Ashe,Smolder,,,0
LOLTMNT02_170302,paiN Gaming Academy,Fear x Starforge,AC,14.18,Gnar,Xin Zhao,Orianna,Varus,Seraphine,Jax,Viego,Smolder,Ashe,Amumu,,,,,,,,,,,0
LOLTMNT01_161043,Back2TheGame,Zero Tenacity,EPL,14.17,Renekton,Maokai,Hwei,Jhin,Rell,K'Sante,Brand,Yone,Jinx,Nautilus,Ashe,Jarvan IV,Miss Fortune,Sejuani,Xin Zhao,Ziggs,Varus,Skarner,Jax,Vi,1
LOLTMNT01_161044,Zero Tenacity,Back2TheGame,EPL,14.17,Rumble,Jarvan IV,Yone,Zeri,Nautilus,Fiora,Sejuani,Hwei,Ezreal,Alistar,Ziggs,Skarner,Varus,Aatrox,Braum,Ashe,Rell,Miss Fortune,Kai'Sa,Jhin,0
LOLTMNT05_82609,Vitality.Bee,Gentle Mates,CDF,14.18,Yone,Skarner,Viktor,Ashe,Alistar,Cassiopeia,Maokai,Varus,Miss Fortune,Rell,Jarvan IV,Vi,Ezreal,Jax,Malphite,Renekton,Senna,Sejuani,Braum,Poppy,0
LOLTMNT05_83446,Gentle Mates,Vitality.Bee,CDF,14.18,Renekton,Viego,Orianna,Ziggs,Leona,Aurora,Jarvan IV,Kog'Maw,Kai'Sa,Nautilus,K'Sante,Nilah,Jhin,Rell,Rakan,Skarner,Vi,Ashe,Ezreal,Sejuani,1
LOLTMNT05_83447,Vitality.Bee,Gentle Mates,CDF,14.18,Jax,Vi,Vex,Nilah,Senna,Gangplank,Sejuani,Yone,Hwei,Alistar,Skarner,Jarvan IV,Ashe,Brand,Xayah,Renekton,Seraphine,Poppy,Ahri,LeBlanc,0
LOLTMNT01_161053,Zero Tenacity,Berlin International Gaming,EPL,14.17,K'Sante,Lillia,Smolder,Ziggs,Nautilus,Gwen,Xin Zhao,Sylas,Ezreal,Rell,Skarner,Yone,Kai'Sa,Poppy,Viego,Jarvan IV,Nocturne,Ashe,Vi,Wukong,0
LOLTMNT01_161056,Zero Tenacity,Berlin International Gaming,EPL,14.17,Aatrox,Nidalee,Yone,Ezreal,Leona,Gnar,Brand,Nasus,Smolder,Rell,Kai'Sa,Skarner,Ziggs,Zeri,Poppy,Jarvan IV,Nocturne,Ashe,Lillia,Vi,0
LOLTMNT01_161057,Berlin International Gaming,Zero Tenacity,EPL,14.17,Poppy,Lillia,Yone,Miss Fortune,Rell,Garen,Sejuani,Akali,Ezreal,Nautilus,Jarvan IV,Nocturne,Ashe,Wukong,Kennen,Skarner,Ziggs,Kai'Sa,Braum,Ivern,0
LOLTMNT01_162043,Zero Tenacity,Berlin International Gaming,EPL,14.17,Dr. Mundo,Lillia,Yone,Zeri,Nautilus,K'Sante,Zyra,Tristana,Smolder,Rell,Kai'Sa,Skarner,Ziggs,Poppy,Miss Fortune,Ashe,Nocturne,Jarvan IV,Aatrox,Ezreal,0
LOLTMNT05_83455,Solary,Team BDS Academy,CDF,14.18,K'Sante,Poppy,LeBlanc,Ezreal,Camille,Gragas,Garen,Senna,Kai'Sa,Yasuo,Ashe,Volibear,Viego,Blitzcrank,Vayne,Pyke,Syndra,Vi,Lee Sin,Jarvan IV,1
LOLTMNT05_83459,Team BDS Academy,Solary,CDF,14.18,Sion,Cho'Gath,Elise,Tristana,Lee Sin,Gnar,Vi,Vel'Koz,Miss Fortune,Rell,Jax,Rakan,Syndra,Aurelion Sol,Ahri,Ashe,Volibear,Viego,LeBlanc,Ziggs,0
LOLTMNT05_83463,Team BDS Academy,Solary,CDF,14.18,Sylas,Olaf,Aphelios,Ezreal,Camille,Renekton,Viego,Ahri,Kai'Sa,Pyke,Jax,Syndra,Nautilus,Kennen,Alistar,Ashe,Poppy,Pantheon,Braum,Brand,1
LOLTMNT05_82632,Solary,Team BDS Academy,CDF,14.18,Jax,Lee Sin,Syndra,Kalista,Renata Glasc,Zed,Nidalee,Vladimir,Samira,Pyke,Volibear,Viego,Rell,Yone,Jayce,Nautilus,Alistar,Rakan,Lucian,Ashe,0
LOLTMNT05_82633,Solary,Team BDS Academy,CDF,14.18,Yone,Sejuani,Orianna,Varus,Nautilus,Qiyana,Cassiopeia,Gwen,Kalista,Pantheon,Volibear,Ashe,Renekton,Renata Glasc,Jayce,Malphite,Ivern,Nasus,Leona,Rakan,0
LOLTMNT05_83571,MAD Lions KOI,MGN Vikings Esports,WLDs,14.18,K'Sante,Nidalee,Syndra,Jinx,Nautilus,Camille,Lee Sin,Orianna,Ezreal,Poppy,Jax,Senna,Ziggs,Jarvan IV,Nocturne,Vi,Ashe,Skarner,Yone,Braum,0
